X(mm),Y(mm),I(pA)
3.5,5.0,0.5633068
4.0,5.0,0.5762984
4.5,5.0,0.5896958
5.0,5.0,0.6410538
5.5,5.0,0.5982218
6.0,5.0,0.7591967000000001
6.5,5.0,0.38000259999999997
7.0,5.0,0.3424484
7.5,5.0,0.1542723
8.0,5.0,0.7863981
-8.0,5.5,-0.3499523
-7.5,5.5,-0.5220857
-7.0,5.5,-0.18411149999999998
-6.5,5.5,0.1962923
-6.0,5.5,0.1272741
-5.5,5.5,0.1899994
-5.0,5.5,-0.015225900000000002
-4.5,5.5,0.2180127
-4.0,5.5,0.058052839999999994
-3.5,5.5,0.2697763
-3.0,5.5,0.2320193
-2.5,5.5,0.1646251
-2.0,5.5,0.40618889999999996
-1.5,5.5,0.1904054
-1.0,5.5,0.5736595999999999
-0.5,5.5,0.5074833
0.0,5.5,0.3310808
0.5,5.5,0.37370970000000003
1.0,5.5,0.8947971
1.5,5.5,1.072824
2.0,5.5,0.8913462
2.5,5.5,0.11590629999999999
3.0,5.5,0.6217692
3.5,5.5,0.5365114
4.0,5.5,0.7492501
4.5,5.5,0.5513301
5.0,5.5,0.49794239999999995
5.5,5.5,0.2693704
6.0,5.5,0.8237492000000001
6.5,5.5,0.28804599999999997
7.0,5.5,0.2750543
7.5,5.5,-0.1323497
8.0,5.5,0.4538926
-8.0,6.0,-0.110833
-7.5,6.0,-0.6680339
-7.0,6.0,-0.2939276
-6.5,6.0,0.003042986
-6.0,6.0,0.2870309
-5.5,6.0,0.18918739999999998
-5.0,6.0,0.1023057
-4.5,6.0,0.1778197
-4.0,6.0,0.08058525
-3.5,6.0,0.3830475
-3.0,6.0,0.3806115
-2.5,6.0,0.2588146
-2.0,6.0,0.59335
-1.5,6.0,0.2113139
-1.0,6.0,0.4536895
-0.5,6.0,0.5874630000000001
0.0,6.0,0.2368912
0.5,6.0,0.5415862
1.0,6.0,0.9800552
1.5,6.0,1.009489
2.0,6.0,0.7786843
2.5,6.0,0.6252204
3.0,6.0,0.5976131
3.5,6.0,0.44983280000000003
4.0,6.0,0.5395565
4.5,6.0,0.7362584
5.0,6.0,0.407001
5.5,6.0,0.5968011
6.0,6.0,0.5456462000000001
6.5,6.0,0.3720857
7.0,6.0,-0.01279006
7.5,6.0,0.1268681
8.0,6.0,0.1723389
-8.0,6.5,-0.05460547
-7.5,6.5,-0.7417184
-7.0,6.5,-0.3712661
-6.5,6.5,-0.05663536
-6.0,6.5,0.1412807
-5.5,6.5,0.05642888
-5.0,6.5,0.1144854
-4.5,6.5,0.2573937
-4.0,6.5,0.4240523
-3.5,6.5,0.3130142
-3.0,6.5,0.3247879
-2.5,6.5,0.2100959
-2.0,6.5,-0.003249628
-1.5,6.5,0.06536064999999999
-1.0,6.5,0.9654391999999999
-0.5,6.5,0.2523188
0.0,6.5,0.4932737
0.5,6.5,0.7721882
1.0,6.5,1.051712
1.5,6.5,0.7437692
2.0,6.5,0.7470169
2.5,6.5,0.397663
3.0,6.5,0.785992
3.5,6.5,0.246635
4.0,6.5,0.3968511
4.5,6.5,-0.01299304
5.0,6.5,0.08566013
5.5,6.5,0.28155020000000003
6.0,6.5,0.7370703
6.5,6.5,-0.39095579999999996
7.0,6.5,0.4232402
7.5,6.5,0.01847004
8.0,6.5,-0.5291904000000001
-8.0,7.0,-0.1467618
-7.5,7.0,-0.5478654000000001
-7.0,7.0,-0.4260727
-6.5,7.0,0.2238996
-6.0,7.0,0.1595502
-5.5,7.0,0.2167948
-5.0,7.0,0.2253206
-4.5,7.0,0.2963688
-4.0,7.0,0.19710419999999998
-3.5,7.0,0.2238996
-3.0,7.0,-0.1195615
-2.5,7.0,0.08302119999999999
-2.0,7.0,0.26977639999999997
-1.5,7.0,0.5974099
-1.0,7.0,0.7571667999999999
-0.5,7.0,0.49875469999999994
0.0,7.0,0.129507
0.5,7.0,0.7403183000000001
1.0,7.0,0.4435398
1.5,7.0,0.6242052
2.0,7.0,0.6053269
2.5,7.0,0.5417892
3.0,7.0,0.4333901
3.5,7.0,0.22085459999999998
4.0,7.0,0.4522686
4.5,7.0,0.6347609000000001
5.0,7.0,0.01014755
5.5,7.0,1.029179
6.0,7.0,0.3925881
6.5,7.0,-0.07754305
7.0,7.0,0.16827899999999998
7.5,7.0,0.4825147
8.0,7.0,-0.420592
-8.0,7.5,-0.01299305
-7.5,7.5,-0.8829977
-7.0,7.5,-0.1835025
-6.5,7.5,-0.08282076999999999
-6.0,7.5,0.2370942
-5.5,7.5,0.2990076
-5.0,7.5,0.21374980000000002
-4.5,7.5,0.2192307
-4.0,7.5,0.21760670000000001
-3.5,7.5,0.1776168
-3.0,7.5,-0.07632512
-2.5,7.5,1.318853
-2.0,7.5,0.45612559999999996
-1.5,7.5,0.9640183
-1.0,7.5,0.24298110000000003
-0.5,7.5,0.08505113
0.0,7.5,0.08911102
0.5,7.5,0.6410538
1.0,7.5,0.6371968
1.5,7.5,-0.1522425
2.0,7.5,0.3678229
2.5,7.5,0.6451137
3.0,7.5,0.3806115
3.5,7.5,0.5576230999999999
4.0,7.5,0.4108577
4.5,7.5,0.2683554
5.0,7.5,0.10981650000000001
5.5,7.5,0.4248645
6.0,7.5,0.3540192
6.5,7.5,0.6997192999999999
7.0,7.5,0.7370701
7.5,7.5,0.5974099
8.0,7.5,0.5405711999999999
-8.0,8.0,-0.22978379999999998
-7.5,8.0,-1.276185
-7.0,8.0,-0.1701054
-6.5,8.0,0.1496035
-6.0,8.0,0.206442
-5.5,8.0,0.23059839999999998
-5.0,8.0,0.1609712
-4.5,8.0,-0.11996749999999999
-4.0,8.0,-0.07145346
-3.5,8.0,0.404565
-3.0,8.0,0.19202929999999999
-2.5,8.0,0.399287
-2.0,8.0,0.4743952
-1.5,8.0,0.3544252
-1.0,8.0,0.1473706
-0.5,8.0,0.02029693
0.0,8.0,0.6217695
0.5,8.0,0.5135730000000001
1.0,8.0,0.5919291
1.5,8.0,0.4685082
2.0,8.0,0.8816025000000001
2.5,8.0,0.6268442
3.0,8.0,0.5888842
3.5,8.0,0.8493266
4.0,8.0,0.6266411
4.5,8.0,0.7192067000000001
5.0,8.0,0.3530043
5.5,8.0,0.2647016
6.0,8.0,0.4374503
6.5,8.0,0.3592971
7.0,8.0,0.6710972000000001
7.5,8.0,0.09520089000000001
8.0,8.0,0.6231903
